Date,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
194506,   7.52,   5.98,   6.79,   6.65,  11.15,   2.84,   4.41,   1.92,  -0.39,   4.22,   1.69,   4.85,   1.03,   3.11,   4.35,   2.13,   5.64,   3.64,   0.46,   2.35,   0.47,  -0.11,  -0.72,  -0.27,  -1.26
194507,  -3.36,  -1.89,  -3.86,  -2.16,  -7.39,  -2.45,  -3.47,  -2.58,  -3.24,  -8.47,  -2.89,  -3.39,  -4.07,  -3.37,  -7.77,  -2.12,  -2.50,  -2.84,  -3.60,  -4.43,  -1.05,  -2.28,  -1.38,   0.40,  -8.15
194508,   6.34,  10.72,   6.84,   4.68,   2.53,   5.01,   7.80,   7.52,   6.56,   5.18,   8.59,   7.28,   6.81,   5.70,   6.44,   4.92,   8.27,   6.76,   7.88,   5.89,   4.18,   7.34,   7.76,   6.77,   3.78
194509,   9.74,   5.90,   8.04,   4.81,   5.27,   5.40,   7.87,   5.58,   7.05,   5.85,   6.10,   5.14,   6.87,   6.64,   7.64,   6.84,   5.66,   7.03,   7.33,   6.41,   5.43,   3.63,   3.85,   5.46,   2.35
194510,  10.64,   8.99,   8.45,  13.53,  10.72,   5.28,   4.35,   6.38,   6.86,   6.21,   7.61,   4.15,   5.68,   4.90,   4.13,   3.72,   5.18,   5.48,   4.44,   7.29,   3.83,   2.82,   3.78,   2.52,   7.33
194511,  11.99,  15.75,  13.63,  14.52,  10.66,   8.02,  11.00,  13.48,  10.72,  11.47,   5.90,   9.77,  10.19,   9.47,   8.61,   7.36,  11.69,   9.48,  11.42,   7.93,   3.23,   2.53,   5.92,   4.91,   4.71
194512,   3.97,   5.47,   5.82,   3.31,   0.98,   5.10,   2.32,   4.74,   2.44,   3.05,   2.82,   1.43,   2.73,   1.12,   0.91,   1.76,   4.36,   3.01,   3.09,  -0.95,   1.53,   1.61,   1.58,  -1.79,  -4.22
194601,  14.16,  15.35,  16.96,  17.19,  11.99,  14.33,   7.40,   8.75,   8.40,   9.09,   9.94,   8.82,   6.22,   7.42,   7.40,   7.59,   7.08,   7.02,  10.16,   8.19,   5.21,   7.09,   4.90,   5.10,   4.99
194602,  -3.21,  -6.09,  -4.15,  -6.16,  -9.32,  -5.55,  -6.46,  -6.43,  -8.75,  -8.26,  -6.50,  -6.06,  -5.91,  -7.95,  -9.14,  -4.71,  -3.48,  -7.28,  -8.76,  -8.91,  -5.09,  -4.41,  -5.69,  -7.03,  -6.57
194603,   3.12,   2.19,   1.99,   2.27,   5.85,   7.92,   5.78,   6.39,   4.07,   4.21,   9.12,   5.22,   8.12,   8.12,   6.26,   1.06,   8.75,   3.57,  10.06,  10.00,   3.40,   5.42,   4.89,   7.20,   4.72
194604,   4.88,   5.58,   6.81,  10.15,  15.06,   2.38,   7.18,   4.21,   6.55,   7.74,   2.22,   4.63,   2.67,   6.15,   6.96,   1.01,   3.65,   3.31,   5.34,   6.94,  -0.51,   2.20,   5.16,   4.76,   6.28
194605,   6.17,  10.17,   6.89,   1.57,   5.03,   5.91,   7.20,   6.29,   4.98,   4.50,   7.74,   6.08,   6.73,   6.60,   4.96,   7.47,   7.40,   5.79,   4.43,   4.34,   5.09,   4.03,   2.76,   2.87,   2.10
194606,  -5.55,  -4.93,  -3.52,  -6.83,  -4.20,  -1.94,  -4.67,  -5.00,  -5.77,  -4.93,  -5.10,  -3.89,  -5.74,  -6.49,  -5.66,  -6.03,  -4.48,  -3.87,  -6.30,  -6.45,  -4.07,  -3.17,  -2.80,  -4.54,  -3.58
194607,  -4.45,  -6.09,  -5.92,  -7.95,  -4.67,  -3.14,  -4.71,  -5.87,  -6.12,  -2.50,  -4.05,  -3.41,  -4.90,  -5.65,  -3.13,  -3.52,  -3.89,  -3.58,  -5.05,  -4.15,  -4.58,  -1.31,  -2.95,  -2.25,  -1.17
194608,  -8.70,  -9.01,  -9.74,  -7.94,  -8.27,  -8.47,  -9.27,  -8.59,  -7.18,  -8.03,  -8.06,  -8.61,  -8.13,  -6.77,  -6.63,  -8.52,  -7.98,  -6.00,  -6.57,  -5.18,  -5.69,  -6.27,  -7.47,  -5.64,  -5.95
194609, -16.77, -17.86, -15.36, -15.28, -13.64, -17.59, -12.62, -13.68, -14.16, -11.79, -12.88, -13.34, -14.48, -12.15, -12.02, -18.15, -12.93, -13.32, -11.40,  -9.88,  -9.46, -12.19,  -7.96,  -9.15,  -8.68
194610,  -1.17,  -2.18,   0.21,  -3.94,   0.29,   0.49,  -0.24,  -1.88,  -4.89,  -1.37,  -0.73,  -0.80,  -1.15,  -1.47,  -0.59,  -0.62,  -2.53,   0.34,  -1.36,  -2.62,  -0.16,   1.06,  -1.95,  -0.93,  -2.05
194611,   1.12,  -1.19,  -1.08,  -0.25,  -3.31,  -3.67,  -1.49,  -0.01,   1.51,  -0.97,  -0.97,   0.04,   1.53,   1.69,   0.05,  -1.28,   0.60,   0.63,  -0.26,   0.22,  -0.86,   0.64,   0.06,  -0.38,  -0.28
194612,   3.97,   3.74,   1.47,   5.21,   5.77,   4.52,   4.46,   4.75,   5.23,   3.65,   3.79,   7.38,   3.77,   6.04,   3.76,   5.68,   3.96,   6.09,   5.55,   7.04,   5.02,   4.23,   5.01,   4.89,   5.55
194701,   6.96,   7.43,   6.07,   8.02,   2.03,   4.90,   6.44,   2.01,   3.80,  -0.04,   4.93,   6.02,   2.45,   1.29,   0.14,   3.43,   2.63,   2.40,   3.66,  -2.80,   1.61,   2.72,   1.54,  -0.49,  -1.67
194702,   4.35,   0.61,  -0.53,  -0.87,  -0.39,  -0.94,  -0.12,   1.52,   0.08,  -2.58,   0.90,   0.01,  -1.47,  -2.36,  -3.02,  -0.68,  -0.83,   0.95,  -0.71,  -2.00,  -0.56,  -1.78,  -1.86,  -0.82,   0.12
194703,  -4.34,  -4.64,  -3.88,  -3.69,  -5.07,  -4.38,  -4.33,  -3.50,  -4.60,  -4.87,  -3.44,  -1.72,  -2.15,  -2.31,  -1.36,  -1.88,  -1.45,  -1.51,  -3.29,  -2.34,  -2.06,  -0.77,  -1.34,  -1.79,  -0.86
194704, -12.13,  -8.68, -11.68, -10.01, -10.87,  -8.80,  -9.61,  -9.23,  -6.17,  -6.79, -11.52,  -8.98,  -6.74,  -6.03,  -8.95,  -8.50,  -8.60,  -8.08,  -7.01,  -4.75,  -7.74,  -4.41,  -5.44,  -3.77,  -1.92
194705,  -6.51,  -6.08,  -4.40,  -5.41,  -7.85,  -4.07,  -5.23,  -4.88,  -3.68,  -5.44,  -5.25,  -4.04,  -3.15,  -2.35,  -3.74,  -6.71,  -2.18,  -3.33,  -2.47,  -1.95,  -3.65,   0.75,  -0.23,  -0.87,   0.21
194706,   7.51,   5.95,   7.98,   0.15,   4.16,   5.52,   4.21,   6.77,   4.23,   3.54,   6.41,   4.34,   4.65,   5.54,   2.45,   4.24,   7.13,   7.30,   5.77,   5.57,   6.00,   5.07,   4.81,   3.83,   6.88
194707,   9.32,  10.82,   7.06,   7.32,   3.68,   8.83,   7.05,   6.44,   5.63,   4.78,   8.35,   6.39,   5.05,   6.75,   5.47,   4.80,   6.24,   7.80,   5.33,   4.75,   4.12,   4.39,   3.85,   2.52,   3.64
194708,  -3.01,  -3.15,  -0.93,  -3.78,  -3.27,  -0.22,  -1.21,  -0.66,  -2.25,  -1.52,  -0.35,  -1.11,  -1.28,  -1.06,  -1.58,  -1.50,  -0.93,  -1.82,  -1.75,  -2.48,  -0.13,  -1.29,  -2.62,  -2.49,  -4.14
194709,  -0.23,  -0.29,   3.40,  -2.11,   3.05,   1.79,   1.29,  -0.53,   1.66,   2.26,   1.06,   0.37,  -0.85,   0.94,   1.66,   2.21,  -0.88,   0.32,   0.09,   0.91,  -0.91,   0.89,  -1.23,  -0.73,  -3.08
194710,   7.44,   5.50,   2.70,   5.98,   1.58,   4.78,   7.02,   3.60,   2.73,   1.32,   3.73,   4.22,   4.52,   1.28,   4.74,   4.17,   2.76,   0.22,   2.75,   0.24,   4.85,   3.13,   1.50,   2.17,   1.69
194711,  -1.18,   0.23,  -4.13,  -4.85,  -3.93,  -5.26,  -3.99,  -3.66,  -2.93,  -4.84,  -3.26,  -1.05,  -3.31,  -1.06,  -3.20,  -3.32,  -2.44,  -2.27,  -3.32,  -2.41,  -4.73,  -1.53,  -0.56,  -1.57,  -2.27
194712,   0.78,   0.05,   1.35,  -0.99,   3.13,   3.99,   0.10,   0.23,   1.94,   4.03,   2.35,   0.34,   1.85,   2.74,   3.12,   1.68,   3.18,   2.09,   1.24,   4.92,   2.61,   3.87,   3.46,   3.61,   2.21
194801,   3.42,  -0.73,  -0.96,   0.27,  -2.88,  -0.37,  -1.04,   0.00,  -3.20,  -4.13,   0.17,  -2.15,  -3.07,  -3.23,  -3.34,   3.21,  -1.49,  -2.31,  -3.25,  -4.94,  -1.53,  -3.48,  -3.04,  -5.56,  -6.67
194802,  -7.59,  -6.56,  -5.83,  -8.69,  -7.43,  -7.29,  -7.16,  -6.84,  -7.56,  -4.89,  -3.81,  -6.17,  -7.11,  -5.79,  -5.88,  -5.49,  -6.32,  -4.93,  -5.15,  -4.01,  -2.55,  -5.01,  -4.76,  -2.85,  -4.94
194803,  11.69,  13.23,  10.23,   5.62,   8.15,  11.98,  10.96,   9.42,   4.84,   3.53,  14.43,   9.84,  10.74,   6.63,   6.04,  14.51,   9.92,  10.31,   9.15,   6.58,   9.99,   9.51,   8.84,   7.75,   5.91
194804,   2.61,   7.71,   2.95,   6.55,   5.37,   3.63,   3.75,   5.06,   1.23,   0.86,   4.35,   4.22,   2.62,   3.84,   4.21,   2.67,   4.22,   5.54,   4.20,   5.68,   2.36,   3.16,   5.34,   3.25,   3.97
194805,  11.29,  10.81,   9.58,   7.58,   7.39,   9.59,   8.85,   7.28,  13.16,   7.98,   6.20,  10.55,   9.59,   8.37,   6.37,   9.00,   9.51,   7.37,   8.22,   7.23,  10.53,   6.47,   7.36,   6.48,   6.26
194806,   1.21,  -0.26,  -0.42,  -2.86,  -3.43,  -0.52,  -3.43,   0.88,  -1.74,  -4.24,   0.03,  -1.79,   0.07,  -2.24,  -2.24,  -0.75,  -1.82,   0.37,  -2.40,  -2.32,  -0.30,   1.34,   0.61,  -1.00,   1.23
194807,  -5.19,  -4.62,  -4.56,  -4.01,  -9.90,  -4.73,  -4.07,  -3.47,  -4.81,  -6.73,  -3.99,  -5.65,  -5.52,  -5.49,  -5.83,  -2.25,  -5.42,  -4.83,  -4.93,  -6.56,  -4.94,  -4.34,  -3.85,  -4.67,  -7.52
194808,  -1.02,  -1.58,  -2.68,   0.11,  -1.75,   0.89,  -0.54,  -1.63,  -0.51,  -1.04,   0.87,   0.01,  -0.51,   0.82,  -0.03,   0.94,   2.16,  -0.32,   0.52,  -0.98,   0.97,   0.67,  -0.19,   0.87,  -0.15
194809,  -6.13,  -4.80,  -3.38,  -5.14,  -6.72,  -4.82,  -2.71,  -4.30,  -2.03,  -4.62,  -2.84,  -4.79,  -3.34,  -4.70,  -4.86,  -2.21,  -3.73,  -4.65,  -4.69,  -6.12,  -1.98,  -3.40,  -2.15,  -2.37,  -2.94
194810,   7.32,   2.73,   4.42,   3.91,   6.50,   7.32,   5.85,   3.47,   3.93,   4.86,   6.54,   5.53,   3.72,   4.42,   3.19,   6.99,   5.67,   6.07,   5.45,   4.23,   8.92,   7.34,   6.96,   6.29,   4.09
194811, -10.38, -13.11, -10.93, -11.42, -13.46,  -9.19,  -8.31, -12.38, -12.63, -12.22, -10.01,  -8.70,  -9.18, -11.80, -11.37,  -9.57,  -8.39, -10.48, -10.62, -12.70,  -6.99,  -4.94,  -8.93,  -9.86, -11.73
194812,  -1.42,  -3.22,  -1.53,  -2.27,  -2.90,   2.04,  -0.19,   0.52,   0.66,   1.09,   1.98,   3.08,   1.80,   1.84,   0.87,   4.37,   4.31,   2.06,   1.60,   0.66,   4.49,   3.29,   4.11,   4.66,   2.34
194901,   6.98,   3.38,   2.21,   2.44,   0.85,   4.68,   3.83,   1.42,   0.65,  -2.21,   2.26,   3.00,   1.30,  -0.18,  -2.31,   3.91,   2.56,   2.56,   2.08,  -2.11,  -3.02,   1.73,   0.53,   0.53,  -2.00
194902,  -5.74,  -4.64,  -6.40,  -3.14,  -5.90,  -6.34,  -5.81,  -5.93,  -4.14,  -4.75,  -5.13,  -3.55,  -4.04,  -5.48,  -2.98,  -3.65,  -3.22,  -1.88,  -2.57,  -2.09,  -4.11,  -2.52,  -2.29,  -1.65,  -2.04
194903,   9.54,   6.74,   6.96,   3.27,   8.34,   8.07,   6.79,   7.14,   6.14,   4.06,   9.63,   5.38,   4.49,   6.88,   6.28,   6.70,   7.41,   4.66,   4.20,   3.06,   3.89,   5.31,   3.92,   2.40,   4.23
194904,  -4.35,  -2.78,  -3.65,  -3.20,  -2.89,  -3.96,  -2.28,  -5.75,  -3.44,  -2.82,  -3.68,  -4.29,  -2.74,  -2.94,  -5.06,  -3.65,  -1.16,  -3.12,  -3.97,  -3.47,  -1.26,  -1.51,  -1.01,  -1.22,  -1.82
194905,  -9.49,  -7.10,  -6.03,  -5.90,  -6.89,  -7.30,  -4.65,  -5.03,  -0.41,  -4.80,  -7.22,  -3.08,  -4.57,  -2.66,  -3.59,  -1.75,  -3.81,  -1.92,  -1.94,  -2.18,  -3.66,  -4.21,  -2.25,  -2.36,  -2.57
194906,   0.15,  -1.53,  -2.21,   1.10,  -0.87,  -3.09,  -1.08,  -2.46,  -2.07,   0.13,  -0.87,  -1.91,  -1.96,  -1.66,  -0.38,  -1.23,  -1.33,  -0.24,   0.23,   0.13,   0.65,   0.82,   0.32,   0.20,   0.82
194907,   7.71,   6.03,   3.36,   6.76,   4.04,   8.68,   6.72,   5.43,   6.94,   4.49,   8.55,   8.05,   7.04,   4.50,   3.89,   6.60,   7.93,   5.81,   5.31,   6.55,   7.97,   6.60,   4.44,   5.24,   5.55
194908,   2.97,   1.44,   2.86,   1.88,   1.99,   3.92,   3.31,   4.12,   1.22,   1.24,   4.31,   2.71,   2.94,   3.71,   1.67,   3.93,   3.10,   1.79,   0.58,   1.27,   3.14,   2.77,   2.91,   2.63,   2.83
194909,   7.52,   3.07,   2.55,   2.99,   2.96,   5.75,   4.60,   4.29,   4.44,   4.85,   4.85,   4.09,   5.37,   4.56,   2.51,   3.83,   5.18,   3.84,   4.82,   4.00,   3.64,   1.69,   2.96,   2.84,   4.17
194910,   6.86,   6.95,   8.53,   4.74,   4.13,   5.55,   4.88,   3.76,   3.41,   0.68,   4.00,   3.38,   2.86,   3.67,   3.78,   2.96,   2.55,   2.82,   3.32,   2.02,   1.83,   3.46,   2.92,   3.94,   2.61
194911,  -2.45,   0.01,   0.26,  -1.70,  -1.61,  -0.12,   2.63,   1.45,  -0.05,  -0.02,   2.04,   1.82,   0.54,   1.94,   0.00,   2.38,   1.33,   2.27,   1.43,   3.02,   2.73,   3.25,  -0.01,   1.56,   2.04
194912,  11.22,   9.53,   6.24,   3.04,   2.94,   7.75,   8.59,   6.91,   5.97,   6.04,  11.26,   7.22,   6.41,   6.86,   7.39,   7.58,   7.50,   5.71,   5.79,   6.01,   1.15,   5.65,   4.32,   5.26,   5.93
195001,   8.01,   7.37,   5.95,   6.98,   5.31,   6.28,   3.04,   6.08,   4.81,   1.36,   4.75,   4.06,   4.25,   4.10,   4.68,   3.08,   1.88,   1.11,   2.99,   3.47,   1.27,   0.83,   1.36,   2.07,   1.24
195002,   3.20,   2.23,   3.56,   0.38,   3.46,   2.65,   3.32,   2.58,   1.13,   0.05,   1.10,   2.00,   0.54,   1.87,  -0.08,   1.25,   1.84,   2.25,   2.63,   1.07,   1.75,   1.04,   1.62,   2.06,   0.19
195003,   1.77,  -0.40,  -2.04,   0.08,  -3.60,  -0.96,  -0.43,   0.19,  -1.47,  -2.80,  -0.51,  -0.94,  -0.28,  -0.70,   2.39,  -0.96,   3.05,   0.55,  -0.03,  -1.19,   1.55,   1.87,   1.41,   2.30,   0.35
195004,   9.47,   6.42,   2.98,   3.87,   4.78,   5.87,   4.79,   8.04,   2.84,   5.38,   6.95,   2.17,   4.39,   4.50,   6.81,   7.12,   4.20,   2.06,   3.06,   4.21,   3.81,   3.36,   3.31,   4.33,   4.02
195005,   2.39,   5.09,   3.88,   2.55,  -0.16,   2.63,   3.69,   4.49,   3.29,   1.72,   3.52,   3.78,   4.50,   4.12,   1.17,   4.44,   0.90,   2.73,   2.74,   0.71,   3.12,   3.41,   4.80,   6.56,   5.43
195006,  -8.58,  -7.56,  -7.16,  -7.88,  -8.85,  -7.50,  -7.11,  -6.39,  -8.52, -11.36,  -6.74,  -6.91,  -5.53,  -7.25,  -8.82,  -5.33,  -8.04,  -7.47,  -8.41,  -9.08,  -8.22,  -4.98,  -5.09,  -4.73,  -6.44
195007,  12.71,   7.00,   6.90,   7.95,   4.96,   7.31,   6.64,   6.36,   5.90,   6.43,   4.49,   2.44,   6.50,   4.68,   4.37,   4.02,   3.44,   3.21,   2.33,   3.52,  -4.34,  -0.50,  -0.27,   0.73,   3.43
195008,   7.87,   8.34,   5.57,   5.59,   1.57,   7.82,   8.19,   5.88,   5.68,   0.30,   8.88,   4.98,   6.39,   4.78,   0.81,   5.53,   6.39,   5.37,   3.92,   0.28,   5.92,   5.74,   4.35,   4.64,   1.38
195009,   4.59,   5.89,   3.60,   2.43,   4.06,   6.76,   5.58,   5.72,   5.98,   5.36,   7.10,   5.27,   4.45,   8.79,   3.68,   4.53,   7.07,   7.95,   6.05,   7.06,   5.56,   3.13,   5.48,   4.11,   5.18
195010,   0.85,  -0.34,  -0.58,  -2.39,  -3.02,   1.77,   2.21,   1.56,  -0.24,  -3.14,  -0.06,  -0.66,  -0.43,  -0.81,  -2.77,   0.54,   1.17,  -1.97,  -1.03,  -3.29,   0.53,   1.02,   0.28,  -0.32,  -2.06
195011,   2.85,   2.43,   2.44,   4.55,   2.90,  -0.73,   4.14,   5.92,   2.00,   2.34,   4.41,   1.87,   3.30,   2.82,   2.38,   3.60,   3.56,   3.63,   4.49,   3.21,   2.90,   5.26,   2.69,   1.52,   3.16
195012,  12.19,   8.06,  13.35,  12.35,  16.06,   5.58,   5.77,   8.09,  10.60,  13.40,   5.79,   5.31,   4.80,   8.46,  11.40,   4.50,   4.93,   6.66,   7.34,  12.05,   0.83,   3.21,   6.74,   6.92,   7.35
195101,  12.25,   8.94,   8.81,   9.65,   5.20,   9.52,  10.09,  10.21,   7.95,   3.43,   9.21,   8.93,  10.93,  10.37,   4.71,   9.55,   8.52,   6.90,   5.85,   4.65,   5.55,   4.72,   6.33,   4.24,   3.73
195102,   0.86,   1.42,   2.32,  -0.36,  -1.73,   2.07,   2.85,   1.15,   1.09,   0.73,   1.84,   1.80,   1.47,   1.31,  -1.27,   2.22,   3.89,   0.36,   1.39,   0.20,   3.71,   2.24,   0.53,   0.44,   1.08
195103,  -3.32,  -2.80,  -4.85,  -4.13,  -7.68,  -3.48,  -3.73,  -2.84,  -2.07,  -2.70,  -6.42,  -3.24,  -3.50,  -3.74,  -2.89,  -1.95,  -3.04,  -2.83,  -2.63,  -5.04,  -2.22,  -2.14,  -2.31,  -0.88,  -2.22
195104,   5.72,   4.23,   1.96,   2.51,   3.36,   5.93,   2.74,   3.48,   2.28,   2.35,   6.51,   5.13,   3.36,   2.51,   1.95,   5.59,   5.44,   4.48,   4.35,   4.10,   5.06,   5.97,   7.39,   3.26,   4.51
195105,  -3.10,  -1.65,  -2.56,  -4.35,  -3.56,  -3.19,  -1.94,  -2.11,  -2.92,  -3.70,  -2.27,  -1.81,  -3.19,  -2.51,  -3.30,  -1.02,  -0.78,  -1.62,  -2.14,  -3.43,  -0.25,  -0.44,  -3.31,  -2.15,  -3.11
195106,  -5.98,  -6.33,  -4.93,  -4.29,  -6.34,  -6.64,  -4.71,  -3.85,  -3.89,  -6.74,  -8.51,  -4.36,  -5.00,  -4.04,  -4.99,  -5.87,  -5.56,  -3.33,  -2.48,  -4.34,  -5.25,  -2.31,  -2.07,  -0.41,  -2.46
195107,   8.06,   4.78,   2.48,   1.63,   2.83,  10.04,   7.82,   6.03,   2.51,   2.91,   9.79,   7.85,   4.65,   3.03,   3.45,  10.88,   7.19,   8.56,   6.11,   5.31,  12.66,   4.99,   4.85,   7.44,   8.46
195108,   5.45,   5.66,   4.96,   8.30,   6.31,   3.82,   2.88,   5.55,   5.68,   7.43,   4.05,   3.69,   6.33,   6.63,   4.17,   4.57,   4.68,   3.98,   3.15,   3.48,   3.32,   4.66,   7.51,   3.49,   2.54
195109,   3.01,   2.72,   4.36,   1.13,   1.76,   5.28,   1.84,   2.25,   2.64,   3.34,   3.87,   2.03,   2.77,   1.75,   2.12,   2.88,   2.44,   1.68,   2.16,   1.91,  -0.69,   1.66,  -0.01,   0.00,   0.43
195110,  -0.37,  -3.12,  -2.01,  -4.25,  -1.53,  -2.56,  -0.60,  -1.44,  -1.98,  -3.93,  -0.91,  -0.93,  -2.17,  -4.28,  -3.72,  -2.18,  -0.74,  -3.19,  -2.95,  -3.15,  -1.49,  -1.78,  -2.28,  -4.25,  -4.15
195111,   0.97,  -0.48,  -0.94,   0.37,  -2.17,   1.41,   0.58,   0.40,  -0.01,  -0.90,   2.38,   0.95,   0.83,   0.87,   0.47,   2.07,   2.46,   2.14,   1.55,   1.80,   1.34,  -0.10,   0.33,   2.22,  -0.94
195112,  -0.29,   0.37,  -0.26,   0.35,   0.70,   0.61,   0.91,   1.57,   1.60,   1.18,   2.27,   0.42,   1.76,   0.41,   0.08,   2.68,   1.77,   1.78,   2.17,   2.15,   4.15,   4.93,   4.22,   2.91,   2.49
195201,   3.71,   0.98,   0.88,   0.66,  -1.19,   2.01,   2.58,   1.18,   2.77,   0.23,   1.73,   1.96,   1.39,   1.40,  -0.30,   1.38,   2.57,   2.05,   2.26,   0.38,   4.78,   3.74,   2.42,   2.22,  -0.19
195202,  -2.16,  -0.57,  -2.52,  -3.19,  -3.29,  -1.41,  -0.79,  -1.38,  -1.85,  -4.38,  -3.40,  -1.33,  -0.80,  -1.84,  -3.16,  -1.58,  -1.43,  -2.06,  -2.04,  -1.19,  -2.79,  -1.28,  -2.09,  -3.73,  -3.25
195203,   2.39,   2.47,   2.96,   2.75,  -1.17,   2.43,   3.38,   2.93,   3.12,   1.57,   4.00,   3.31,   2.37,   2.89,   2.39,   3.41,   3.17,   3.16,   3.77,   3.40,   5.04,   6.73,   2.55,   4.01,   5.43
195204,  -4.43,  -4.08,  -3.49,  -2.75,  -5.36,  -5.17,  -4.52,  -3.83,  -3.63,  -5.62,  -4.32,  -4.40,  -2.99,  -3.79,  -4.63,  -4.65,  -5.34,  -5.17,  -4.81,  -5.48,  -5.13,  -3.49,  -3.50,  -4.49,  -6.49
195205,   2.23,   1.54,   2.73,   3.42,  -1.69,   1.63,   3.65,   0.94,   1.82,   2.64,   4.37,   1.63,   2.62,   1.98,   2.60,   3.52,   2.86,   2.98,   2.37,   3.40,   4.54,   4.30,   3.03,   3.21,   2.03
195206,   2.93,   3.70,   2.70,   1.75,   2.67,   3.45,   1.57,   3.06,   2.31,   0.86,   2.52,   2.96,   4.29,   2.87,   3.41,   3.34,   3.23,   2.40,   3.75,   4.24,   4.60,   3.07,   4.33,   4.70,   3.92
195207,   1.79,   0.98,   2.12,   0.43,  -0.66,   1.68,   2.12,   0.38,   0.44,  -0.33,   0.92,   2.34,   3.12,   0.77,  -0.56,   2.79,   1.77,   1.82,   0.29,   0.33,   0.73,   1.48,   1.94,   1.04,  -0.24
195208,   0.62,  -0.50,   0.04,   0.78,  -0.53,  -0.79,   0.44,   1.43,   0.86,   1.25,   0.25,   0.01,   0.27,   0.88,  -0.90,   0.93,  -0.78,   0.06,   0.74,  -0.11,  -1.37,  -0.89,   0.40,  -0.31,  -1.84
195209,  -2.34,  -0.96,  -0.28,   0.19,  -2.85,  -1.84,  -0.36,  -1.85,  -1.20,  -2.25,  -2.02,  -1.55,  -1.78,  -1.20,  -1.11,  -2.18,  -2.60,  -1.25,  -1.28,  -0.93,  -3.44,  -2.95,  -1.22,  -0.70,  -0.44
195210,   0.11,  -0.81,  -0.57,  -2.18,  -1.30,  -2.22,  -1.66,  -2.07,  -0.39,  -2.47,  -1.33,  -1.76,  -0.61,  -0.41,  -0.57,   0.75,  -0.17,  -1.01,  -2.37,  -1.35,   0.19,   0.39,  -0.30,  -0.72,  -2.29
195211,   6.39,   3.77,   5.30,   4.15,   3.35,   6.74,   6.13,   4.68,   4.28,   4.87,   5.72,   6.38,   5.66,   6.34,   5.40,   6.88,   6.24,   4.85,   5.77,   5.05,   7.42,   5.88,   8.86,   4.96,   4.91
195212,   1.51,   3.06,   1.41,  -2.21,   0.46,   3.00,   3.92,   2.98,   1.95,   1.85,   3.65,   2.29,   1.79,   1.70,   1.33,   4.96,   4.14,   2.43,   2.08,   1.38,   6.34,   2.72,   2.16,   3.98,   2.30
195301,   5.87,   2.24,   4.83,   5.97,   4.54,   5.65,   5.33,   4.03,   3.34,   2.27,   3.71,   2.92,   2.39,   1.31,   1.50,   1.67,   1.53,   1.62,   1.12,   0.60,  -2.25,   0.00,  -0.02,  -0.99,  -1.83
195302,   1.61,   3.99,   2.43,   3.53,   3.44,   2.94,   3.49,   0.33,   0.49,   1.85,   1.34,   1.20,   0.19,   2.02,   0.90,   0.31,   0.16,   1.62,   0.29,   0.39,  -0.24,  -0.50,  -0.73,  -0.50,   2.03
195303,  -0.47,   0.13,   1.52,  -1.58,  -3.05,  -3.35,  -0.01,  -0.72,  -0.92,  -3.08,  -0.79,  -1.16,  -0.13,  -1.00,  -2.03,  -1.42,  -1.58,   0.58,  -0.57,  -2.58,  -0.90,  -1.66,  -0.09,  -2.29,  -3.57
195304,  -2.17,   0.07,  -1.97,  -1.70,  -3.23,  -2.74,  -1.42,  -2.05,  -3.00,  -0.60,  -2.68,  -2.79,  -2.04,  -2.68,  -1.17,  -1.57,  -1.95,  -3.26,  -2.32,  -3.42,  -3.21,  -2.00,  -2.66,  -3.03,  -4.07
195305,   1.29,  -0.54,   1.37,   0.93,   1.08,   0.46,   1.06,   0.36,   0.24,   0.45,   0.14,   0.27,   0.27,   0.44,   0.48,   0.79,   0.34,   1.17,   0.79,  -0.11,   1.08,   1.02,   1.00,   0.23,   0.42
195306,  -4.30,  -3.95,  -3.58,  -4.32,  -6.12,  -3.01,  -4.76,  -4.69,  -2.46,  -3.43,  -2.54,  -3.48,  -3.49,  -3.48,  -3.45,  -1.52,  -2.69,  -2.95,  -2.37,  -2.57,  -2.15,  -1.43,  -1.23,  -1.48,  -1.01
195307,   0.99,   2.84,   1.69,   1.50,   2.54,   2.01,   2.42,   1.07,   0.09,   0.79,   2.25,   2.26,   2.68,   0.93,   0.76,   2.37,   0.32,   2.22,   2.14,   0.55,   2.91,   4.00,   2.13,   2.80,   2.91
195308,  -6.66,  -4.78,  -4.86,  -5.01,  -8.17,  -5.58,  -4.21,  -5.18,  -6.24,  -6.57,  -5.29,  -5.45,  -4.68,  -6.15,  -5.99,  -6.37,  -5.13,  -4.42,  -4.15,  -3.39,  -3.90,  -3.55,  -3.59,  -4.18,  -5.29
